Review,Rating
Is good for listening music but not for gaming since u can't figure out whether the sound is from left speaker or right one..,3
NYC but design not impressed,4
Worst product ever 😤,1
Vest quality... Protect is vested,2
It's a good product under 400rs.,5
Headphones is vry good,5
It is best Bluetooth headphone,5
Excellent...,5
Not worth for money.,2
Good considering the price,4
Superb....in very less price,5
It stopped working after 1 day,1
Improper sounds one side it's completely sound less,1
Very good product I expected 👌,5
Bluetooth connectivity is not even one meter,1
Sound Quality is Pathetic.,1
quality is very bad.,1
Its good,5
It is Very Good Product.I Use it Regular Ad It is Very Good To Use for any Work. Recommend To Buy For Everyone.,5
The Product Has An Excellent Performance. happy To Use It. perfect One at This Price Range.,5
Nice,1
Earphone sound is very loud and bass is soo high u can't hear the sound clear due to high bass but Bluetooth connection is very nice and battery back is near about 3 to 4 hour,3
Price according ok,3
Its battery backup is amazing i loved it more than 8 hrs,5
This product is good quality.I bought for my office work and for music playing during my free time.Noise is very clear and no background sound.Worth buying,5
It is good choice for all beginners,4
Superior quality and is affordable,5
The Product Quality is Awesome.It is Very Good To Use Daily.The Price is Also Affordable for Everyone.,5
This Is Really Best Quality Product As It is Very Easy and Convenient to Use for everyone.Liked it.,5
Very delicates product,4
Good,1
Very bed product..I use 10 day . after this product is not working.so do not buy this product.,2
Best sound quality.wire is too long. Battery capacity should be better than this.,5
Nice,5
Nice,5
Best saund,5
Super super super super,5
Good product,3
I like this,5
"Excellent Headset at this rate
Sound quality with good bass and loudness was much expected from this headset.
I had used Ptron wireless bassbudds but it was waste of money.
Nu Republic ave really good bass and sound which is normally expected from every headset and even the battery works really well.
The other best thing about the headset which other brands lacks even at higher rates is these headset connects to 2 devices at the same time and the Bluetooth connectivity is also really good.
I...",5
Nice product,5
Good battery back-up and sound quality as per this price point.,3
Very got product,5
"Earlier I have used many brands product but for me this product is Truly unbeatable
The product is super amazing
It fits to my ear nicely as it comes with rubber tips
The sound quality is just perfect, you'll feel the bass with every beat",5
"Battery life awesome, in 2 days not even 1% decreased
Fantastic Sound quality
High Bass for music lovers like me
I recommend all the bass lover, close your eyes and just go for it",5
"This neckband is amazing in sound quality and bass
It gives u clear sound with great bass
If u are bass lover go for it
At this price point it is giving great sound",5
"Product is very good using since last two days
Very good pair of earphones
Sound quality and bass is nice
Call connectivity is very good",5
"I am very happy with the performance
These Bluetooth headsets are great in this range for both use on iOS and Android with quick pairing
The sound quality is very good specially for Bass lovers
very comfortable as they are light in weight",5
sound quality is very bad & not switch not working please return.......my many,1
Connecting problem,2
Not good very bad,2
"Go for boat or Boult, they will provide better sound and build quality and will act as long term",3
"Design and build up quality is awesome.
Fine one.
Bluetooth coverage is also good.
Nice sound quality",5
It's ok,4
Sound nd bass quality to poor,1
"Sound clarity is not upto mark at this price.
You will experience that the sound is playing with a higher deeper reverb with a hollowness in the sound...",3
Not bad ok,5
worst product no battery withstand for 2hr,1
"Battery 8 hour's
Playing time 8 hour's
But atomically disconnected and connected",3
one of the best ever product i have ever purchased.... the major part is the bass and structure,5
Over all good,3
Sound is too punchy. Awesome for bass lover. Battery life is so good and takes less time in charging. Build quality is better,5
This bluetooth built quality is superb....it takes less time to charge and provide good battery backup. Sound and bass also exited me.,5
This is a best product in this price range .. I really recommend to buy this product.. and after your purchase this product you can register that product in NU Republic website and get a 6 month extend warranty.,5
"Value for money.
I am use this neckband 3day.
Long time battery 8hrs.
This earbuds fits perfectly in the ear.
Looking good.
Sound quality amazing.
Bass is great.",5
Best ever neckband in this price range. Very good for voice calls and music listening. Very good sound quality. Good bass.Noise cancellation is also very good.. nice bass mid is bit low.,5
Bad sound quality.....sound is not clear,1
Nice product,5
"Sound quality is like local headset, stereo sound separating, can be used only for emergency call purpose, a backup, for 375 can't expect more.",3
"The neckband ar very good. The quality of neckband is very awesome, the cables the earbuds and the neckband are looking premium.",5
This product was recommend to me by a friend. Good product and connects easily. Good sound quality and also has long lasting battery.,5
"Sound quality is very good even a person without music knowledge will definitely enjoy the music
Noise cancellation is decent standard
Bass quality is excellent",5
It work whole day with normal.usage which include day long connectivity with phone for calls and 1-2 hours of music listening.,5
Awesome bass. This is even at low volume. So if bass is your thing these are the earphones for you. Really like the sound.,5
"I just brought it in last week, and to be very frank,it really Awesome. Beyond my expectations.
Sound quality is like having your own personal home theatre,too clear and loud enough.",5
Sound quality and build quality is good.. Battery backup is one of the best thing i liked in it.. Definitely you will enjoy the bass of this ear phones...,5
Bluetooth Wireless Earphones is amazing. It comes with very attractive packing with 2 pairs of earbuds and a charging cable inside the headset.the battery backup of this headphone is great.the colour and the product quality are quiet superb. I am totally impressed with its sound quality.,5
Great budget friendly wireless earphones.it is totally value for what you pay.excellent clarity and decent sound stage. comfortable bass which will impress you.no connectivity issues sofar.this product is made of high quality materials.,5
"Sound quality and build quality is awesome.addicted to its deep bass and punchy sound microphone is good because people on other side can hear you clean and clearly.connectivity is wider as compared to other nekbands.battery life is actually more than 7 hrs which good enough to keep me going all day.
Overall best earphones in this price.",5
Honestly this is a very good product for that price. It turned out to be above expectations.this is my first ever experience with this product and i am impressed with the quality of these specially the noise cancellation it is pretty impressive. Also it looks funky.,5
"Great sounds quality and good battery life this Bluetooth have multiple points that are worth praising they are really light wait
their battery life is very good pairing was very easy sound quality is super amazing.",5
I purchased four units and the performance is excellent. In fact I suggested it to a few and they also bought it. All reported back to me that they are happy with the performance. Light weight and good battery backup to last a whole day.,5
